"Path","LineNumber","Line"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","111","    on reasoning in a response."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","113","    - `gpt-5.1` defaults to `none`, which does not perform reasoning. The supported"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","114","      reasoning values for `gpt-5.1` are `none`, `low`, `medium`, and `high`. Tool"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","115","      calls are supported for all reasoning values in gpt-5.1."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","116","    - All models before `gpt-5.1` default to `medium` reasoning effort, and do not"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","118","    - The `gpt-5-pro` model defaults to (and only supports) `high` reasoning effort."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","272","    reasoning_effort: Optional[ReasoningEffort] = None"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","274","    Constrains effort on reasoning for"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","275","    [reasoning models](https://platform.openai.com/docs/guides/reasoning). Currently"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","277","    Reducing reasoning effort can result in faster responses and fewer tokens used"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","278","    on reasoning in a response."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","280","    - `gpt-5.1` defaults to `none`, which does not perform reasoning. The supported"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","281","      reasoning values for `gpt-5.1` are `none`, `low`, `medium`, and `high`. Tool"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","282","      calls are supported for all reasoning values in gpt-5.1."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","283","    - All models before `gpt-5.1` default to `medium` reasoning effort, and do not"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_cancel_response.py","285","    - The `gpt-5-pro` model defaults to (and only supports) `high` reasoning effort."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","11","from ..shared.reasoning_effort import ReasoningEffort"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","118","    reasoning_effort: Optional[ReasoningEffort]"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","120","    Constrains effort on reasoning for"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","121","    [reasoning models](https://platform.openai.com/docs/guides/reasoning). Currently"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","123","    Reducing reasoning effort can result in faster responses and fewer tokens used"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","124","    on reasoning in a response."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","126","    - `gpt-5.1` defaults to `none`, which does not perform reasoning. The supported"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","127","      reasoning values for `gpt-5.1` are `none`, `low`, `medium`, and `high`. Tool"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","128","      calls are supported for all reasoning values in gpt-5.1."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","129","    - All models before `gpt-5.1` default to `medium` reasoning effort, and do not"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","131","    - The `gpt-5-pro` model defaults to (and only supports) `high` reasoning effort."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","290","    reasoning_effort: Optional[ReasoningEffort]"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","292","    Constrains effort on reasoning for"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","293","    [reasoning models](https://platform.openai.com/docs/guides/reasoning). Currently"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","295","    Reducing reasoning effort can result in faster responses and fewer tokens used"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","296","    on reasoning in a response."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","298","    - `gpt-5.1` defaults to `none`, which does not perform reasoning. The supported"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","299","      reasoning values for `gpt-5.1` are `none`, `low`, `medium`, and `high`. Tool"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","300","      calls are supported for all reasoning values in gpt-5.1."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","301","    - All models before `gpt-5.1` default to `medium` reasoning effort, and do not"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_params.py","303","    - The `gpt-5-pro` model defaults to (and only supports) `high` reasoning effort."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","14","from ..shared.reasoning_effort import ReasoningEffort"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","105","    reasoning_effort: Optional[ReasoningEffort] = None"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","107","    Constrains effort on reasoning for"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","108","    [reasoning models](https://platform.openai.com/docs/guides/reasoning). Currently"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","110","    Reducing reasoning effort can result in faster responses and fewer tokens used"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","111","    on reasoning in a response."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","113","    - `gpt-5.1` defaults to `none`, which does not perform reasoning. The supported"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","114","      reasoning values for `gpt-5.1` are `none`, `low`, `medium`, and `high`. Tool"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","115","      calls are supported for all reasoning values in gpt-5.1."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","116","    - All models before `gpt-5.1` default to `medium` reasoning effort, and do not"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","118","    - The `gpt-5-pro` model defaults to (and only supports) `high` reasoning effort."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","272","    reasoning_effort: Optional[ReasoningEffort] = None"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","274","    Constrains effort on reasoning for"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","275","    [reasoning models](https://platform.openai.com/docs/guides/reasoning). Currently"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","277","    Reducing reasoning effort can result in faster responses and fewer tokens used"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","278","    on reasoning in a response."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","280","    - `gpt-5.1` defaults to `none`, which does not perform reasoning. The supported"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","281","      reasoning values for `gpt-5.1` are `none`, `low`, `medium`, and `high`. Tool"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","282","      calls are supported for all reasoning values in gpt-5.1."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","283","    - All models before `gpt-5.1` default to `medium` reasoning effort, and do not"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_create_response.py","285","    - The `gpt-5-pro` model defaults to (and only supports) `high` reasoning effort."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","14","from ..shared.reasoning_effort import ReasoningEffort"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","105","    reasoning_effort: Optional[ReasoningEffort] = None"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","107","    Constrains effort on reasoning for"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","108","    [reasoning models](https://platform.openai.com/docs/guides/reasoning). Currently"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","110","    Reducing reasoning effort can result in faster responses and fewer tokens used"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","111","    on reasoning in a response."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","113","    - `gpt-5.1` defaults to `none`, which does not perform reasoning. The supported"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","114","      reasoning values for `gpt-5.1` are `none`, `low`, `medium`, and `high`. Tool"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","115","      calls are supported for all reasoning values in gpt-5.1."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","116","    - All models before `gpt-5.1` default to `medium` reasoning effort, and do not"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","118","    - The `gpt-5-pro` model defaults to (and only supports) `high` reasoning effort."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","272","    reasoning_effort: Optional[ReasoningEffort] = None"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","274","    Constrains effort on reasoning for"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","275","    [reasoning models](https://platform.openai.com/docs/guides/reasoning). Currently"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","277","    Reducing reasoning effort can result in faster responses and fewer tokens used"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\openai\types\evals\run_list_response.py","278","    on reasoning in a response."
